time	CS_MetBox_Copper_Temp	
29.04.2018 01:42:18.049488	1123.4
29.04.2018 01:42:18.149488	1123.1
29.04.2018 01:42:18.249488	1123.1
29.04.2018 01:42:18.349488	1123.2
29.04.2018 01:42:18.449488	1123.2
29.04.2018 01:42:18.549488	1123.1
29.04.2018 01:42:18.649488	1122.9
29.04.2018 01:42:18.749488	1122.8
29.04.2018 01:42:18.849488	1123
29.04.2018 01:42:18.949488	1123
29.04.2018 01:42:19.049488	1123.3
29.04.2018 01:42:19.149488	1123.3
29.04.2018 01:42:19.249488	1123.2
29.04.2018 01:42:19.349488	1123.1
29.04.2018 01:42:19.449488	1123.5
29.04.2018 01:42:19.549488	1123.1
29.04.2018 01:42:19.649488	1123.5
29.04.2018 01:42:19.749488	1123.8
29.04.2018 01:42:19.849488	1123.8
29.04.2018 01:42:19.949488	1123.5
29.04.2018 01:42:20.049488	1123.5
29.04.2018 01:42:20.149488	1123.1
29.04.2018 01:42:20.249488	1123.1
29.04.2018 01:42:20.349488	1123.2
29.04.2018 01:42:20.449488	1123.1
29.04.2018 01:42:20.549488	1122.3
29.04.2018 01:42:20.649488	1123.2
29.04.2018 01:42:20.749488	1123.2
29.04.2018 01:42:20.849488	1123.3
29.04.2018 01:42:20.949488	1123.1
29.04.2018 01:42:21.049488	1123.2
29.04.2018 01:42:21.149488	1123.2
29.04.2018 01:42:21.249488	1123
29.04.2018 01:42:21.349488	1123.2
29.04.2018 01:42:21.449488	1122.9
29.04.2018 01:42:21.549488	1123.3
29.04.2018 01:42:21.649488	1123.2
29.04.2018 01:42:21.749488	1123.4
29.04.2018 01:42:21.849488	1123.4
29.04.2018 01:42:21.949488	1123.8
29.04.2018 01:42:22.049488	1122.7
29.04.2018 01:42:22.149488	1123.5
29.04.2018 01:42:22.249488	1122.9
29.04.2018 01:42:22.349488	1123.2
29.04.2018 01:42:22.449488	1123.2
29.04.2018 01:42:22.549488	1123.2
29.04.2018 01:42:22.649488	1123.2
29.04.2018 01:42:22.749488	1123.2
29.04.2018 01:42:22.849488	1123.4
29.04.2018 01:42:22.949488	1123
29.04.2018 01:42:23.049488	1123.4
